"","yyyy","mm","PERMNO","GVKEY","FFyear","fyr","LZ4M_fyear","LZ4M_fqtr","LZ4M_fyr","cmonth","fqtr","years_in_cmpst","SHRCD","TICKER","COMNAM","SHRCLS","PRC","VOL","SHROUT","lag_ME","FFbm","AFbm","FF_Momentum","DecME","R61","Dmq","Blq","Olq","Tanq","Roe","Roa","Glaq","Iaq1","dRoe","dRoa","BEa","Investment","Ig","Ig2","Ig3","Ivg","Gla","Hn","Robust","Dm","CFp","Op","Nop","Gpa","Rdm","Tan","Bmq","Am","Amq","RET"
"11",1987,12,10001,12994,1987,6,1987,4,6,12,2,2,11,"GFGC","GREAT FALLS GAS CO","",5.875,960,992,6138,0.00101455960789967,0.00120883697962514,-0.0279263081083004,6937,0.0743800029371946,0.000509449332029977,1.67249218527991,NA,0.729152238552374,-0.00203606748109366,-0.0010142722596537,0.00637542563210897,-0.0384741055383108,0.0052478658429013,0.00280785195938342,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000450771226755081,0.000111143145451924,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.0011466275659824,0.00169684301571284,0.0019177256435321,-0.0341101941296596
"12",1987,9,10001,12994,1987,6,1987,3,6,9,1,2,11,"GFGC","GREAT FALLS GAS CO","",6.25,461,992,6441.5,0.00101455960789967,0.00120883697962514,-0.0147659179272567,6937,-0.0837320130317416,0.000569743072265777,1.93952180028129,NA,0.703324510514866,0.0485933503836317,0.0290544558661116,0.0719565032707502,0.0135979419331127,NA,NA,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000450771226755081,0.000111143145451924,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.00110378017542498,0.00169684301571284,0.00214080571295506,-0.0225605869730481
"13",1988,3,10001,12994,1987,6,1988,1,6,3,3,3,11,"GFGC","GREAT FALLS GAS CO","",6.125,369,992,6696,0.00120761839396019,0.00113516129032258,0.068425592423158,5828,0.075196644318768,0.000466397849462366,1.64732479276564,NA,0.711671454711802,-0.037918410041841,-0.0234855847100745,-0.0300453514739229,-0.0954981794107911,-0.0109182679358299,-0.00796524489631858,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000536547700754976,0.00013229238160604,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.000990890083632019,0.0020197323266987,0.00163231780167264,-0.0793636049826425
"14",1988,5,10001,12994,1987,6,1988,2,6,5,3,3,11,"GFGC","GREAT FALLS GAS CO","",-6.4375,102,992,6262,0.00120761839396019,0.00113516129032258,0.0698896431051354,5828,0.0153122674641205,0.000668636218460556,2.05718631178707,NA,0.69859603726157,0.0255977496483826,0.0131979695431472,0.0334300217548949,-0.020068101137434,-9.31436927748344e-06,-0.00120123601792528,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000536547700754976,0.00013229238160604,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.00104998403066113,0.0020197323266987,0.0021600127754711,0.019608490805852
"15",1988,6,10001,12994,1987,6,1988,2,6,6,4,3,11,"GFGC","GREAT FALLS GAS CO","",6.25,153,992,6386,0.00120761839396019,0.00113516129032258,0.174150877344322,5828,0.0256624407148378,0.000655652990917632,2.05718631178707,NA,0.69859603726157,0.0255977496483826,0.0131979695431472,0.0334300217548949,-0.020068101137434,-9.31436927748344e-06,-0.00120123601792528,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000536547700754976,0.00013229238160604,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.00102959599123082,0.0020197323266987,0.00211807077983088,-0.0121120556975862
"16",1988,8,10001,12994,1988,6,1988,3,6,8,4,3,11,"GFGC","GREAT FALLS GAS CO","",6.625,65,992,6386,0.00125017158544955,0.00117516129032258,0.110443316127417,5828,0.0971222755267162,0.000568744127779518,1.89184715133122,NA,NA,0.0898859315589354,0.0436936270885702,0.0847257134407807,-0.00551124002900638,0.0412925811753037,0.0146391712224585,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000494166094715168,0.0001681537405628,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00113513936736611,0.00201355525051476,0.0021475101785155,0.02870989833524
"17",1988,11,10001,12994,1988,6,1988,4,6,11,1,3,11,"GFGC","GREAT FALLS GAS CO","",6.625,150,998,6611.75,0.00125017158544955,0.00117516129032258,0.0700690993970086,5828,0.0745594592290678,0.000474004612999584,1.61453974895398,NA,0.83296452866861,0.00813905366257415,0.00430217296193671,0.01356278255797,0.0490187749553987,0.0101751211436678,0.00531644522159041,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000494166094715168,0.0001681537405628,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00115672855144251,0.00201355525051476,0.00186758422505388,0
"18",1988,7,10001,12994,1988,6,1988,2,6,7,4,3,11,"GFGC","GREAT FALLS GAS CO","",-6.4375,110,992,6200,0.00125017158544955,0.00117516129032258,0.14360917685609,5828,0.0751241370946427,0.000675322580645161,2.05718631178707,NA,0.69859603726157,0.0255977496483826,0.0131979695431472,0.0334300217548949,-0.020068101137434,-9.31436927748344e-06,-0.00120123601792528,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000494166094715168,0.0001681537405628,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00106048387096774,0.00201355525051476,0.00218161290322581,0.0295588022415444
"19",1988,9,10001,12994,1988,6,1988,3,6,9,1,3,11,"GFGC","GREAT FALLS GAS CO","",-6.375,119,998,6572,0.00125017158544955,0.00117516129032258,0.0599597183877796,5828,0.0648054740501931,0.000552647595861229,1.89184715133122,NA,NA,0.0898859315589354,0.0436936270885702,0.0847257134407807,-0.00551124002900638,0.0412925811753037,0.0146391712224585,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000494166094715168,0.0001681537405628,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00110301278149726,0.00201355525051476,0.00208673158855752,-0.0213584770028794
"20",1988,10,10001,12994,1988,6,1988,3,6,10,1,3,11,"GFGC","GREAT FALLS GAS CO","",6.625,212,998,6362.25,0.00125017158544955,0.00117516129032258,0.111230203696068,5828,0.0165543312493047,0.000570867224645369,1.89184715133122,NA,NA,0.0898859315589354,0.0436936270885702,0.0847257134407807,-0.00551124002900638,0.0412925811753037,0.0146391712224585,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000494166094715168,0.0001681537405628,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00113937679280129,0.00201355525051476,0.00215552673975402,0.0384665827145429
"21",1988,12,10001,12994,1988,6,1988,4,6,12,2,3,11,"GFGC","GREAT FALLS GAS CO","",6.375,108,998,6611.75,0.00125017158544955,0.00117516129032258,0.138388887685504,5828,0.0828732413967137,0.000474004612999584,1.61453974895398,NA,0.83296452866861,0.00813905366257415,0.00430217296193671,0.01356278255797,0.0490187749553987,0.0101751211436678,0.00531644522159041,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000494166094715168,0.0001681537405628,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00115672855144251,0.00201355525051476,0.00186758422505388,-0.0213584770028794
"22",1988,2,10001,12994,1987,6,1988,1,6,2,2,2,11,"GFGC","GREAT FALLS GAS CO","",6.75,382,992,6200,0.00120761839396019,0.00113516129032258,-0.0704109724310411,5828,0.0343748456317878,0.000503709677419355,1.64732479276564,NA,0.711671454711802,-0.037918410041841,-0.0234855847100745,-0.0300453514739229,-0.0954981794107911,-0.0109182679358299,-0.00796524489631858,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000536547700754976,0.00013229238160604,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.00107016129032258,0.0020197323266987,0.00176290322580645,0.0769610411361284
"23",1988,4,10001,12994,1987,6,1988,1,6,4,3,3,11,"GFGC","GREAT FALLS GAS CO","",-6.3125,121,992,6076,0.00120761839396019,0.00113516129032258,0.109247586943413,5828,0.0721152854737149,0.000513989466754444,1.64732479276564,NA,0.711671454711802,-0.037918410041841,-0.0234855847100745,-0.0300453514739229,-0.0954981794107911,-0.0109182679358299,-0.00796524489631858,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000536547700754976,0.00013229238160604,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.00109200131665569,0.0020197323266987,0.00179888084265964,0.030152800546897
"24",1988,1,10001,12994,1987,6,1987,4,6,1,2,2,11,"GFGC","GREAT FALLS GAS CO","",6.25,490,992,5828,0.00120761839396019,0.00113516129032258,-0.0726681261760039,5828,0.118635231055532,0.000536547700754976,1.67249218527991,NA,0.729152238552374,-0.00203606748109366,-0.0010142722596537,0.00637542563210897,-0.0384741055383108,0.0052478658429013,0.00280785195938342,7.038,-0.0384741055383108,-0.0689655172413793,NA,NA,-0.1171875,0.0884659369384086,-0.0130718954248366,0.110826939471441,0.000536547700754976,0.00013229238160604,0.416,0.375,0.0920057769093534,NA,0.729152238552374,0.00120761839396019,0.0020197323266987,0.0020197323266987,0.0618756037180675
"25",1989,11,10001,12994,1989,6,1989,4,6,11,1,4,11,"GFGC","GREAT FALLS GAS CO","",9.875,411,1019,9680.5,0.00133066132264529,0.00120822035107749,0.358101522983808,6362.25,0.304679168165844,0.000780434894891793,2.19288920387432,NA,0.826892970643684,0.0331888377133568,0.0202045192149101,0.0560778492495464,0.50348234531908,0.0250497840507827,0.0159023462529734,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.00118747298518606,0.000292506581791033,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.000874541604255978,0.00291799284844198,0.00191777284231186,0.0387148159781126
"26",1989,1,10001,12994,1988,6,1988,4,6,1,2,3,11,"GFGC","GREAT FALLS GAS CO","",6.5,252,998,6362.25,0.00114519234547526,0.00103981732553161,0.172499081815164,6362.25,0.0632647505908617,0.000492593029195646,1.61453974895398,NA,0.83296452866861,0.00813905366257415,0.00430217296193671,0.01356278255797,0.0490187749553987,0.0101751211436678,0.00531644522159041,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000452670045974302,0.0001540335573107,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00120209045542065,0.00184447326024598,0.00194082282211482,0.0194182397032437
"27",1989,7,10001,12994,1989,6,1989,2,6,7,4,4,11,"GFGC","GREAT FALLS GAS CO","",7.25,185,1001,7007,0.00133066132264529,0.00120822035107749,0.165166486311736,6362.25,0.089789680023288,0.00137234194377052,2.71511853867081,NA,0.806601154690333,0.0518544767304512,0.0236466469162402,0.0522488553730138,0.549460298684016,0.0262567270820687,0.010448677373093,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.00118747298518606,0.000292506581791033,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.00110161267304124,0.00291799284844198,0.00299100899100899,0.0350910439491631
"28",1989,4,10001,12994,1988,6,1989,1,6,4,3,4,11,"GFGC","GREAT FALLS GAS CO","",7.25,310,998,6736.5,0.00114519234547526,0.00103981732553161,0.148826577071168,6362.25,0.0529086408392204,0.00051079937653084,1.64264426984557,NA,0.835471301335972,-0.0295403165033911,-0.017932296431839,-0.0108874656907594,0.109423604757548,0.00837809353844989,0.00555328827823552,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000452670045974302,0.0001540335573107,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00109582127217398,0.00184447326024598,0.00180004453351147,0.0714588950166253
"29",1989,12,10001,12994,1989,6,1989,4,6,12,2,4,11,"GFGC","GREAT FALLS GAS CO","",10.125,178,1022,10062.625,0.00133066132264529,0.00120822035107749,0.426155420439256,6362.25,0.301274170604667,0.000750798126731345,2.19288920387432,NA,0.826892970643684,0.0331888377133568,0.0202045192149101,0.0560778492495464,0.50348234531908,0.0250497840507827,0.0159023462529734,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.00118747298518606,0.000292506581791033,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.00084133116358803,0.00291799284844198,0.00184494602551521,0.037271699675234
"30",1989,3,10001,12994,1988,6,1989,1,6,3,3,4,11,"GFGC","GREAT FALLS GAS CO","",6.75,241,998,6736.5,0.00114519234547526,0.00103981732553161,0.0317221996613324,6362.25,0.0438777667472677,0.00051079937653084,1.64264426984557,NA,0.835471301335972,-0.0295403165033911,-0.017932296431839,-0.0108874656907594,0.109423604757548,0.00837809353844989,0.00555328827823552,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000452670045974302,0.0001540335573107,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00109582127217398,0.00184447326024598,0.00180004453351147,0.0176218196904071
"31",1989,6,10001,12994,1988,6,1989,2,6,6,4,4,11,"GFGC","GREAT FALLS GAS CO","",7,200,1001,6986,0.00114519234547526,0.00103981732553161,0.188146000425451,6362.25,0.124881249834589,0.00137646722015459,2.71511853867081,NA,0.806601154690333,0.0518544767304512,0.0236466469162402,0.0522488553730138,0.549460298684016,0.0262567270820687,0.010448677373093,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000452670045974302,0.0001540335573107,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00110492413398225,0.00184447326024598,0.003,0.0169977168179993
"32",1989,2,10001,12994,1988,6,1989,1,6,2,2,3,11,"GFGC","GREAT FALLS GAS CO","",6.75,417,998,6487,0.00114519234547526,0.00103981732553161,0.0892650010942172,6362.25,0.0540183292855685,0.00053044550639741,1.64264426984557,NA,0.835471301335972,-0.0295403165033911,-0.017932296431839,-0.0108874656907594,0.109423604757548,0.00837809353844989,0.00555328827823552,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000452670045974302,0.0001540335573107,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00113796824418067,0.00184447326024598,0.0018692770155696,0.0377407724271927
"33",1989,5,10001,12994,1988,6,1989,2,6,5,3,4,11,"GFGC","GREAT FALLS GAS CO","",7,629,998,7235.5,0.00114519234547526,0.00103981732553161,0.136295596214678,6362.25,0.0918889375325069,0.00132900283325271,2.71511853867081,NA,0.806601154690333,0.0518544767304512,0.0236466469162402,0.0522488553730138,0.549460298684016,0.0262567270820687,0.010448677373093,7.286,-0.00305836377538027,-0.532163742690059,-0.56442831215971,NA,-0.088495575221239,0.120805369127517,-0.202898550724638,0.152484216305243,0.000452670045974302,0.0001540335573107,0.427,0.421,0.12117596932254,NA,0.756384405624201,0.00106682330177597,0.00184447326024598,0.00289655172413793,-0.0350915698113014
"34",1989,9,10001,12994,1989,6,1989,3,6,9,1,4,11,"GFGC","GREAT FALLS GAS CO","",8.875,497,1019,9259.25,0.00133066132264529,0.00120822035107749,0.158986546502114,6362.25,0.143818678090086,0.000901152901152901,2.4920424403183,NA,0.811417049687939,0.0932763311309755,0.0343544231319782,0.0726691478194485,0.507145982207963,0.00339039957204014,-0.00933920395659191,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.00118747298518606,0.000292506581791033,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.000895752895752896,0.00291799284844198,0.00223225423225423,-0.0273989464103371
"35",1989,10,10001,12994,1989,6,1989,3,6,10,1,4,11,"GFGC","GREAT FALLS GAS CO","",9.5,2250,1019,9043.625,0.00133066132264529,0.00120822035107749,0.423967052108688,6362.25,0.349699934266588,0.000922638875450939,2.4920424403183,NA,0.811417049687939,0.0932763311309755,0.0343544231319782,0.0726691478194485,0.507145982207963,0.00339039957204014,-0.00933920395659191,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.00118747298518606,0.000292506581791033,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.000917110119006483,0.00291799284844198,0.00228547733900952,0.0680538974554476
"36",1989,8,10001,12994,1989,6,1989,3,6,8,4,4,11,"GFGC","GREAT FALLS GAS CO","",9.25,836,1001,7257.25,0.00133066132264529,0.00120822035107749,0.152605400888191,6362.25,0.128145873844167,0.00114974680491922,2.4920424403183,NA,0.811417049687939,0.0932763311309755,0.0343544231319782,0.0726691478194485,0.507145982207963,0.00339039957204014,-0.00933920395659191,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.00118747298518606,0.000292506581791033,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.00114285714285714,0.00291799284844198,0.00284804850322092,0.243622028603695
"37",1990,12,10001,12994,1990,6,1990,4,6,12,2,5,11,"GFGC","GREAT FALLS GAS CO","",-9.5,106,1054,10048.5,0.000912082336739871,0.000938894277400582,0.0272141267696656,10347.75,0.00236535253263781,0.00073344280240832,2.00052977325705,NA,0.825981145066469,0.00421890067502411,0.00193498452012384,0.0261499336576736,0.0170212765957447,-0.0289699370383327,-0.0182695346947863,9.438,0.0170212765957447,1.64189189189189,3.8875,1.28654970760234,-0.0393013100436681,0.178831133854026,0.0487804878048781,0.263297308751854,0.000712232127757242,0.000192505617163151,0.523,0.374,0.175838144166093,NA,0.825981145066469,0.000939244663382595,0.00182464787030997,0.00187898691346967,0.00129815702943348
"38",1990,7,10001,12994,1990,6,1990,2,6,7,4,5,11,"GFGC","GREAT FALLS GAS CO","",-10,194,1031,10052.25,0.000912082336739871,0.000938894277400582,0.370192818804883,10347.75,0.0121099792288022,0.00083782237807456,2.33064057344408,NA,0.810319371216559,0.0686038099831203,0.0275291499346848,0.0618801103101263,-0.0226166618952188,0.0167493332526691,0.00388250301844455,9.438,0.0170212765957447,1.64189189189189,3.8875,1.28654970760234,-0.0393013100436681,0.178831133854026,0.0487804878048781,0.263297308751854,0.000712232127757242,0.000192505617163151,0.523,0.374,0.175838144166093,NA,0.825981145066469,0.00087433161729961,0.00182464787030997,0.00203775274192345,0.0253177829842896
"39",1990,1,10001,12994,1989,6,1989,4,6,1,2,4,11,"GFGC","GREAT FALLS GAS CO","",-9.9375,353,1022,10347.75,0.000818148872943393,0.000842199507572931,0.486228713420248,10347.75,0.375080556394081,0.000730110410475707,2.19288920387432,NA,0.826892970643684,0.0331888377133568,0.0202045192149101,0.0560778492495464,0.50348234531908,0.0250497840507827,0.0159023462529734,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.000730110410475707,0.000179845860211157,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.000818148872943393,0.00179410983063951,0.00179410983063951,-0.0186926235783106
"40",1990,5,10001,12994,1989,6,1990,2,6,5,3,5,11,"GFGC","GREAT FALLS GAS CO","",9.75,279,1027,10141.625,0.000818148872943393,0.000842199507572931,0.364837760819807,10347.75,0.131617487670588,0.000830438908951968,2.33064057344408,NA,0.810319371216559,0.0686038099831203,0.0275291499346848,0.0618801103101263,-0.0226166618952188,0.0167493332526691,0.00388250301844455,8.466,0.582019599488709,0.85,-0.134502923976608,-0.194192377495463,1.22330097087379,0.26024712398807,0.253521126760563,0.28384124734231,0.000730110410475707,0.000179845860211157,0.459,0.437,0.164503097225963,NA,0.826892970643684,0.000866626403559587,0.00179410983063951,0.0020197946581539,-0.0127387950082256
